"imgName","lat","lng","dataTime","remark","uploader","marker","checker","label","createdAt","updatedAt","sidewalk","protective","wheelchair","occupation","walkRisk","riskRate","purpose","imgUrl","_id"
260,25.02120196328,121.469529193287,"2022-12-28T04:36:00.000Z",,"63abc4834ee1ac20cc6327e1",,,,"2022-12-28T04:40:44.463Z","2022-12-28T04:40:44.463Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（有停車格）|公共設施阻礙（樹穴）","有機車行駛","通常如此(94~80%)","通學|採購食物|採購日用|工作","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abc8cc4ee1ac025b6327e7.jpg","63abc8cc4ee1ac025b6327e7"
261,25.0204390425645,121.469055190137,"2022-12-28T04:41:00.000Z",,"63abc4834ee1ac20cc6327e1",,,,"2022-12-28T04:42:07.316Z","2022-12-28T04:42:07.316Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","通學|採購食物|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abc91f4ee1ac6c046327e9.jpg","63abc91f4ee1ac6c046327e9"
262,25.0208092944636,121.468024849892,"2022-12-28T04:42:00.000Z",,"63abc4834ee1ac20cc6327e1",,,,"2022-12-28T04:43:33.499Z","2022-12-28T04:43:33.499Z","有設置人行道或騎樓","騎樓","輪椅無法通行（窄於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有機車行駛","總是如此(100%~95%)","親子活動|就醫、照護|通學|採購食物|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abc9754ee1ac69a16327ea.jpg","63abc9754ee1ac69a16327ea"
263,23.64628,120.561759722222,"2022-12-28T04:43:00.000Z",,"63a5b57e4ee1ac1b54632752",,,,"2022-12-28T04:44:43.017Z","2022-12-28T04:44:43.017Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓|私人佔用（商家、住家）|私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","採購食物|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abc9bb4ee1acd2676327eb.jpg","63abc9bb4ee1acd2676327eb"
264,22.9943678023547,120.209192633574,"2022-12-28T04:44:00.000Z","雖然有騎樓能走,但對輪椅極度不友善","63abc1f74ee1ac946a6327df","63bbe566181b96cec1e07464",,"","2022-12-28T04:51:56.977Z","2023-01-09T10:00:58.577Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","沒有人行道或騎樓|公共設施阻礙（有停車格）|公共設施阻礙（樹穴）","無車輛行駛","總是如此(100%~95%)","休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abcb6c4ee1aca7c96327ec.jpg","63abcb6c4ee1aca7c96327ec"
265,25.0416118934616,121.51988820844,"2022-12-28T05:15:00.000Z",,"63aaba694ee1ac5fdf6327b9","63aafbf84ee1ac0e056327cd",,"不符規定","2022-12-28T05:19:37.941Z","2023-01-02T11:22:54.492Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（有停車格）","有機車行駛","有時如此(49~30%)","通學|工作|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abd1e94ee1acbf8f6327ef.jpg","63abd1e94ee1acbf8f6327ef"
266,24.1418222222222,120.654061111111,"2022-12-28T05:14:00.000Z",,"63aafbf84ee1ac0e056327cd",,,,"2022-12-28T05:23:24.974Z","2022-12-28T05:23:24.974Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","採購日用|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abd2cc4ee1accd976327f1.jpg","63abd2cc4ee1accd976327f1"
267,24.1419805555556,120.653947222222,"2022-12-28T05:14:00.000Z",,"63aafbf84ee1ac0e056327cd",,,,"2022-12-28T05:24:01.585Z","2022-12-28T05:24:01.585Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","採購日用|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abd2f14ee1acf36e6327f2.jpg","63abd2f14ee1acf36e6327f2"
268,24.1426416666667,120.653288888889,"2022-12-28T05:16:00.000Z",,"63aafbf84ee1ac0e056327cd",,,,"2022-12-28T05:24:34.874Z","2022-12-28T05:24:34.874Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","採購日用|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abd3124ee1acf8a76327f3.jpg","63abd3124ee1acf8a76327f3"
269,24.1427388888889,120.652894444444,"2022-12-28T05:21:00.000Z",,"63aafbf84ee1ac0e056327cd",,,,"2022-12-28T05:25:29.576Z","2022-12-28T05:25:29.576Z","有設置人行道或騎樓","騎樓","輪椅無法通行（窄於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","採購日用|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abd3494ee1ac0c336327f4.jpg","63abd3494ee1ac0c336327f4"
270,25.0125988076064,121.515301465988,"2022-12-28T06:20:00.000Z",,"6220a7e810be1548e5c8d09a","60e34449b652fe824b444847","63ece1ce0babfae390895227","符合規定","2022-12-28T06:21:00.613Z","2023-02-15T13:46:51.149Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","總是如此(100%~95%)","親子活動|通學|工作|休閒|採購食物|採購日用|就醫、照護","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abe04c4ee1acbe516327f5.jpg","63abe04c4ee1acbe516327f5"
271,25.0118498201888,121.515029761946,"2022-12-28T06:25:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T06:25:35.180Z","2022-12-28T06:25:35.180Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","無車輛行駛","通常如此(94~80%)","親子活動|採購食物|休閒|採購日用|就醫、照護|通學|工作","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abe15f4ee1ac12ee6327f7.jpg","63abe15f4ee1ac12ee6327f7"
272,24.9585694444444,121.299505555556,"2022-12-28T07:25:00.000Z",,"63a8f42e4ee1acb112632782",,,,"2022-12-28T07:31:10.765Z","2022-12-28T07:31:10.765Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）","有機車行駛","通常如此(94~80%)","通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abf0be4ee1ac042c6327f9.jpg","63abf0be4ee1ac042c6327f9"
273,24.810481327966,121.039515340443,"2022-12-28T08:28:00.000Z",,"6220a7e810be1548e5c8d09a","63b81784181b963cd7e04572",,"","2022-12-28T08:29:17.449Z","2023-01-06T12:44:42.680Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","通常如此(94~80%)","親子活動","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abfe5d4ee1acce436327fb.jpg","63abfe5d4ee1acce436327fb"
274,24.8109274288381,121.038029193878,"2022-12-28T08:30:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:31:09.998Z","2022-12-28T08:31:09.998Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","總是如此(100%~95%)","親子活動","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abfecd4ee1ac45516327fc.jpg","63abfecd4ee1ac45516327fc"
275,24.8118136325627,121.036323308945,"2022-12-28T08:34:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:34:41.193Z","2022-12-28T08:34:41.193Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","總是如此(100%~95%)","親子活動|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63abffa14ee1acec1d6327fd.jpg","63abffa14ee1acec1d6327fd"
276,24.8116870324186,121.036108732224,"2022-12-28T08:35:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:36:31.531Z","2022-12-28T08:36:31.531Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（樹穴）","無車輛行駛","總是如此(100%~95%)","親子活動|休閒|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac000f4ee1acefda6327fe.jpg","63ac000f4ee1acefda6327fe"
277,24.8121983014379,121.035781502724,"2022-12-28T08:37:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:37:26.741Z","2022-12-28T08:37:26.741Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","總是如此(100%~95%)","親子活動|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac00464ee1ac716a6327ff.jpg","63ac00464ee1ac716a6327ff"
278,24.812710727907,121.034876192699,"2022-12-28T08:40:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:41:06.321Z","2022-12-28T08:41:06.321Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","總是如此(100%~95%)","親子活動|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac01224ee1ac8dd7632800.jpg","63ac01224ee1ac8dd7632800"
279,24.8129725047947,121.034263372421,"2022-12-28T08:41:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:42:32.811Z","2022-12-28T08:42:32.811Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","總是如此(100%~95%)","親子活動|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac01784ee1ac6344632801.jpg","63ac01784ee1ac6344632801"
280,24.8135985932976,121.033746412655,"2022-12-28T08:43:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:43:47.560Z","2022-12-28T08:43:47.560Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","總是如此(100%~95%)","親子活動|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac01c34ee1acba6a632802.jpg","63ac01c34ee1acba6a632802"
281,24.8150224161111,121.032203435898,"2022-12-28T08:45:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:46:01.985Z","2022-12-28T08:46:01.985Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","總是如此(100%~95%)","親子活動|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac02494ee1ac6dd0632803.jpg","63ac02494ee1ac6dd0632803"
282,24.8154970169173,121.031782495727,"2022-12-28T08:47:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:48:08.454Z","2022-12-28T08:48:08.454Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）","有汽車行駛","通常如此(94~80%)","親子活動|採購食物|休閒|通學|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac02c84ee1ac81b5632804.jpg","63ac02c84ee1ac81b5632804"
283,24.8153389077104,121.031473875046,"2022-12-28T08:49:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:49:31.211Z","2022-12-28T08:49:31.211Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","有汽車行駛","通常如此(94~80%)","親子活動|採購食物|休閒|通學|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac031b4ee1ac5162632805.jpg","63ac031b4ee1ac5162632805"
284,24.8163906278339,121.031066179276,"2022-12-28T08:49:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:50:27.242Z","2022-12-28T08:50:27.242Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","有汽車行駛","通常如此(94~80%)","休閒|採購食物|親子活動|通學|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac03534ee1ac2ebc632806.jpg","63ac03534ee1ac2ebc632806"
285,24.8173741728346,121.030545830727,"2022-12-28T08:51:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:52:30.100Z","2022-12-28T08:52:30.100Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有汽車行駛","常如此(79~50%)","親子活動|採購食物|休閒|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac03ce4ee1ac852d632807.jpg","63ac03ce4ee1ac852d632807"
286,24.8180446534921,121.030134059669,"2022-12-28T08:54:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:55:02.014Z","2022-12-28T08:55:02.014Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙|私人佔用（臨時停車）","有汽車行駛","常如此(79~50%)","親子活動|採購食物|休閒|就醫、照護|通學|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac04664ee1ac190c632808.jpg","63ac04664ee1ac190c632808"
287,24.8186172709755,121.029636466295,"2022-12-28T08:56:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:56:42.881Z","2022-12-28T08:56:42.881Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","有機車行駛","常如此(79~50%)","親子活動|採購食物|休閒|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac04ca4ee1ac8fd1632809.jpg","63ac04ca4ee1ac8fd1632809"
288,24.8188092209983,121.029459191452,"2022-12-28T08:57:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:57:38.946Z","2022-12-28T08:57:38.946Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）|公共設施阻礙（樹穴）","有機車行駛","總是如此(100%~95%)","親子活動|採購食物|休閒|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac05024ee1acbf7a63280a.jpg","63ac05024ee1acbf7a63280a"
289,24.8189711995706,121.029134988785,"2022-12-28T08:58:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T08:58:57.661Z","2022-12-28T08:58:57.661Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）|公共設施阻礙（機電設備）","有機車行駛","總是如此(100%~95%)","親子活動|採購食物|休閒|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac05514ee1ac1bdc63280b.jpg","63ac05514ee1ac1bdc63280b"
290,24.8192925500234,121.028523445129,"2022-12-28T08:59:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T09:00:16.853Z","2022-12-28T09:00:16.853Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","有機車行駛","常如此(79~50%)","親子活動|採購食物|通學|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac05a04ee1ac409663280c.jpg","63ac05a04ee1ac409663280c"
291,24.8203977944599,121.028459072113,"2022-12-28T09:05:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T09:06:08.538Z","2022-12-28T09:06:08.538Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","有汽車行駛","常如此(79~50%)","採購食物|休閒|親子活動|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac07004ee1acf76563280d.jpg","63ac07004ee1acf76563280d"
292,24.8211232579147,121.028287410736,"2022-12-28T09:07:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T09:07:58.006Z","2022-12-28T09:07:58.006Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅無法通行（窄於100公分）","私人佔用（臨時停車）","有機車行駛","總是如此(100%~95%)","親子活動|採購食物|休閒|通學|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac076e4ee1ace37b63280e.jpg","63ac076e4ee1ace37b63280e"
293,24.8213082747602,121.029188632965,"2022-12-28T09:08:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T09:08:47.877Z","2022-12-28T09:08:47.877Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）","有機車行駛","通常如此(94~80%)","親子活動|採購食物|休閒|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac079f4ee1ac783963280f.jpg","63ac079f4ee1ac783963280f"
294,24.8217269960743,121.028705835342,"2022-12-28T09:10:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T09:10:49.713Z","2022-12-28T09:10:49.713Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅無法通行（窄於100公分）","公共設施阻礙（機電設備）","無車輛行駛","總是如此(100%~95%)","親子活動|採購食物|休閒|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac08194ee1acde41632811.jpg","63ac08194ee1acde41632811"
295,24.8218036740733,121.029579095737,"2022-12-28T09:11:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T09:11:36.201Z","2022-12-28T09:11:36.201Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","總是如此(100%~95%)","親子活動|採購食物|休閒|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac08484ee1ac53dc632812.jpg","63ac08484ee1ac53dc632812"
296,22.6274427,120.3443647,"2022-12-28T09:11:00.000Z",,"63aaee394ee1acc9896327c1",,,,"2022-12-28T09:12:36.763Z","2022-12-28T09:12:36.763Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅無法通行（窄於100公分）","私人佔用（臨時停車）","無車輛行駛","通常如此(94~80%)","通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac08844ee1ac6d32632814.jpg","63ac08844ee1ac6d32632814"
297,24.822204141893,121.029649972916,"2022-12-28T09:13:00.000Z",,"6220a7e810be1548e5c8d09a","63b29f74181b962669dffd90",,"","2022-12-28T09:13:39.341Z","2023-01-03T10:34:46.608Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","無人行道或騎樓","總是如此(100%~95%)","親子活動|採購食物|休閒|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac08c34ee1ac3753632815.jpg","63ac08c34ee1ac3753632815"
298,22.6268057,120.3443548,"2022-12-28T09:14:00.000Z",,"63aaee394ee1acc9896327c1",,,,"2022-12-28T09:14:37.412Z","2022-12-28T09:14:37.412Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","總是如此(100%~95%)","通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac08fd4ee1acce6b632816.jpg","63ac08fd4ee1acce6b632816"
299,24.8224378452969,121.029446125031,"2022-12-28T09:14:00.000Z",,"6220a7e810be1548e5c8d09a","60e34449b652fe824b444847",,"符合規定","2022-12-28T09:15:05.530Z","2023-01-01T14:20:31.882Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）|公共設施阻礙（有停車格）","有汽車行駛","總是如此(100%~95%)","親子活動|採購食物|休閒|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac09194ee1ac9959632817.jpg","63ac09194ee1ac9959632817"
300,24.8224914022649,121.030186414719,"2022-12-28T09:15:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T09:16:05.924Z","2022-12-28T09:16:05.924Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","總是如此(100%~95%)","親子活動|採購食物|休閒|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac09554ee1ac3fc2632818.jpg","63ac09554ee1ac3fc2632818"
301,24.8229504444814,121.030518585502,"2022-12-28T09:17:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-12-28T09:17:52.275Z","2022-12-28T09:17:52.275Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（機電設備）","有汽車行駛","通常如此(94~80%)","親子活動|採購食物|休閒|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac09c04ee1ac7df6632819.jpg","63ac09c04ee1ac7df6632819"
302,24.8233823920621,121.030379533768,"2022-12-28T09:18:00.000Z",,"6220a7e810be1548e5c8d09a","6220a7e810be1548e5c8d09a",,"符合規定","2022-12-28T09:19:21.012Z","2022-12-28T14:15:25.209Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","無人行道或騎樓","總是如此(100%~95%)","親子活動|採購食物|休閒|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac0a194ee1acea1b63281a.jpg","63ac0a194ee1acea1b63281a"
303,24.1343027777778,120.676116666667,"2022-12-28T09:52:00.000Z","行人穿越道出入口遭電話亭及違規車輛阻擋。","63ab8f694ee1ac66886327d2","6220a7e810be1548e5c8d09a",,"符合規定","2022-12-28T10:01:06.995Z","2022-12-28T14:12:58.399Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅無法通行（窄於100公分）","私人佔用（臨時停車）|公共設施阻礙（機電設備）","有自行車行駛","總是如此(100%~95%)","工作|通學|休閒|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac13e24ee1ac6ccb63281c.jpg","63ac13e24ee1ac6ccb63281c"
304,24.8143333333333,120.970830555556,"2022-12-28T10:05:00.000Z",,"63ac07fe4ee1ac795b632810","6220a7e810be1548e5c8d09a",,"符合規定","2022-12-28T10:06:45.991Z","2022-12-28T14:15:01.217Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","通學|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac15354ee1ac6cfd63281d.jpg","63ac15354ee1ac6cfd63281d"
305,24.8169194444444,120.970580555556,"2022-12-28T10:12:00.000Z",,"63ac07fe4ee1ac795b632810","6220a7e810be1548e5c8d09a",,"符合規定","2022-12-28T10:13:47.577Z","2022-12-28T14:15:12.377Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓|私人佔用（臨時停車）","無人行道或騎樓","總是如此(100%~95%)","","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac16db4ee1ac206863281e.jpg","63ac16db4ee1ac206863281e"
306,24.8169194444444,120.970580555556,"2022-12-28T10:14:00.000Z",,"63ac07fe4ee1ac795b632810","6220a7e810be1548e5c8d09a",,"符合規定","2022-12-28T10:15:39.886Z","2022-12-28T14:14:48.678Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有機車行駛","常如此(79~50%)","其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac174b4ee1ac0dd763281f.jpg","63ac174b4ee1ac0dd763281f"
307,24.1358555555556,120.688141666667,"2022-12-28T12:02:00.000Z","雖有騎樓但無設置人行道，公車無法靠站，搭公車只能站在車道上，且沒有無障礙空間，輪椅只能行走在車道。","63ab8f694ee1ac66886327d2","6220a7e810be1548e5c8d09a",,"符合規定","2022-12-28T12:06:00.742Z","2022-12-28T14:14:38.542Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","無人行道或騎樓","總是如此(100%~95%)","採購食物|休閒|其他|工作|採購日用|通學|親子活動","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac31284ee1ac61ae632821.jpg","63ac31284ee1ac61ae632821"
308,24.1240222222222,120.684172222222,"2022-12-28T12:30:00.000Z","騎樓有機車停車佔用，且高低不平。","63ab8f694ee1ac66886327d2","6220a7e810be1548e5c8d09a",,"符合規定","2022-12-28T12:37:39.089Z","2022-12-28T14:14:04.317Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）","有機車行駛","總是如此(100%~95%)","其他|休閒|工作|通學|就醫、照護|採購食物|採購日用|親子活動","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac38934ee1acb920632822.jpg","63ac38934ee1acb920632822"
309,22.5819344,120.3548395,"2022-12-28T12:58:00.000Z",,"63aaee394ee1acc9896327c1","6220a7e810be1548e5c8d09a",,"符合規定","2022-12-28T12:58:42.126Z","2022-12-28T14:13:50.222Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓|私人佔用（商家、住家）|私人佔用（臨時停車）|公共設施阻礙（機電設備）","無人行道或騎樓","總是如此(100%~95%)","通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac3d824ee1ac4081632823.jpg","63ac3d824ee1ac4081632823"
310,25.00801034,121.45947477,"2022-12-28T14:40:00.000Z",,"63a7d9f94ee1ac2d6e63276e","6220a7e810be1548e5c8d09a",,"符合規定","2022-12-28T14:41:34.817Z","2022-12-28T15:08:02.272Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","總是如此(100%~95%)","休閒|採購食物|工作","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ac559e4ee1ac05ae632825.jpg","63ac559e4ee1ac05ae632825"
